sent_id,sentence,entities,uris
298,"( Ingatlah ) ketika Kami berfirman kepada para malaikat  "" Sujudlah kamu kepada Adam ! """,['Adam'],['http://www.wikidata.org/entity/Q2001710']
564,Maka  hendaklah mereka memenuhi ( perintah ) - Ku dan beriman kepada-Ku agar mereka selalu berada dalam kebenaran .,[],[]
196,Sesungguhnya perumpamaan kehidupan dunia adalah ibarat air yang Kami turunkan dari langit  lalu tumbuhlah karenanya macam-macam tanaman bumi yang ( dapat ) dimakan oleh manusia dan hewan ternak .,['bumi'],['http://www.wikidata.org/entity/Q2']
385,"Katakanlah ( Nabi Muhammad )  "" Jika negeri akhirat di sisi Allah khusus untukmu  bukan untuk orang lain  mintalah kematian jika kamu orang-orang benar . "" Akan tetapi  mereka tidak akan menginginkan kematian itu sama sekali karena ( dosa-dosa ) yang telah dilakukan oleh tangan-tangan mereka . Allah Maha Mengetahui orang-orang zalim .","['Muhammad', 'Allah', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2417,"Katakanlah ( Nabi Muhammad )  "" Wahai manusia  jika kamu masih dalam keragu-raguan tentang agamaku  aku tidak menyembah ( apa atau siapa ) yang kamu sembah selain Allah  tetapi aku menyembah Allah yang akan mematikan kamu dan aku diperintah supaya aku termasuk orang-orang mukmin . "" ( Aku juga diperintah dengan firman-Nya )  "" Hadapkanlah wajahmu kepada agama ( Islam ) dengan lurus dan janganlah sekali-kali engkau termasuk orang-orang musyrik .","['Muhammad', 'Allah', 'Allah', 'Islam']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q432']"
531,Akan tetapi  siapa yang terpaksa ( memakannya )  bukan karena menginginkannya dan tidak ( pula ) melampaui batas  maka tidak ada dosa baginya .,[],[]
1213,Milik Allahlah kerajaan langit dan bumi .,['bumi'],['http://www.wikidata.org/entity/Q2']
1307,Hal itu ( kebolehan menikahi hamba sahaya ) berlaku bagi orang-orang yang takut terhadap kesulitan ( dalam menghindari zina ) di antara kamu .,[],[]
1834,Sungguh  itulah seburuk-buruk apa yang mereka lakukan untuk diri mereka sendiri ( sehingga mengakibatkan ) Allah murka kepada mereka .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1913,Dia mengetahui apa pun yang kamu rahasiakan dan kamu tampakkan serta mengetahui apa pun yang kamu usahakan .,[],[]
2273,milik-Nyalah segala penciptaan dan urusan . Maha berlimpah anugerah Allah  Tuhan semesta alam .,"['Allah', 'Tuhan semesta alam']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2322,kami telah mengada-adakan kebohongan besar kepada Allah jika kami kembali pada agamamu setelah Allah menyelamatkan kami darinya . Tidaklah patut kami kembali padanya  kecuali jika Allah Tuhan kami menghendaki .,"['Allah', 'Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
572,Itulah batas-batas ( ketentuan ) Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1703,"Oleh sebab itu  pisahkanlah antara kami dan kaum yang fasik itu . "" ( Allah ) berfirman  "" ( Jika demikian  ) sesungguhnya ( negeri ) itu terlarang buat mereka selama empat puluh tahun . ( Selama itu ) mereka akan mengembara kebingungan di bumi .","['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
695,Siapa yang melanggar batas-batas ( ketentuan ) Allah  mereka itulah orang-orang zalim .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2196,"Aku adalah orang yang pertama dalam kelompok orang muslim . "" Katakanlah ( Nabi Muhammad )  "" Apakah aku ( pantas ) mencari tuhan selain Allah  padahal Dialah Tuhan bagi segala sesuatu .","['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
383,"Sungguh  Musa benar-benar telah datang kepadamu dengan bukti-bukti kebenaran . Kemudian  kamu mengambil ( patung ) anak sapi ( sebagai sembahan ) setelah ( kepergian ) - nya dan kamu ( menjadi ) orang-orang zalim . ( Ingatlah ) ketika Kami mengambil janjimu dan Kami angkat gunung ( Sinai ) di atasmu ( seraya berfirman )  "" Pegang teguhlah apa yang Kami berikan kepadamu dan dengarkanlah ! ""","['Musa', 'Sinai']","['http://www.wikidata.org/entity/Q1990155', 'http://www.wikidata.org/entity/Q377485']"
2169,"Katakanlah ( Nabi Muhammad )  "" Apakah kamu mempunyai dalil yang dapat kamu kemukakan kepada kami ? Yang",['Muhammad'],['http://www.wikidata.org/entity/Q9458']
2354,Ketahuilah bahwa sesungguhnya ( bagi ) para wali Allah itu tidak ada rasa takut yang menimpa mereka dan mereka pun tidak bersedih . ( Mereka adalah ) orang-orang yang beriman dan selalu bertakwa .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
885,Allah Mahakuasa atas segala sesuatu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
395,Mereka mengajarkan sihir kepada manusia dan apa yang diturunkan kepada dua malaikat di negeri Babilonia  yaitu Harut dan Marut .,"['negeri Babilonia', 'Harut', 'Marut']","['http://www.wikidata.org/entity/Q47690', 'http://www.wikidata.org/entity/Q37946368', 'http://www.wikidata.org/entity/Q37946376']"
31,Kami menyeberangkan Bani Israil ( melintasi ) laut itu ( dengan selamat ) .,['Bani Israil'],['http://www.wikidata.org/entity/Q2605404']
2459,Tidak diragukan lagi bahwa Allah mengetahui apa yang mereka rahasiakan dan apa yang mereka tampakkan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1716,Sungguh  rasul-rasul Kami benar-benar telah datang kepada mereka dengan ( membawa ) keterangan-keterangan yang jelas .,[],[]
1992,Tidak ada sebutir biji pun dalam kegelapan bumi dan tidak pula sesuatu yang basah atau yang kering  melainkan ( tertulis ) dalam kitab yang nyata ( Lauh Mahfuz ) .,['bumi'],['http://www.wikidata.org/entity/Q2']
896,Allah  tidak ada tuhan selain Dia  Yang Mahahidup lagi Maha Mengurus ( makhluk-Nya ) secara terus-menerus .,"['Allah', 'Yang Mahahidup lagi Maha Mengurus']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1436,Siapakah yang lebih benar perkataannya daripada Allah ? Mengapa,['Allah'],['http://www.wikidata.org/entity/Q2095353']
406,Allah pemilik karunia yang besar .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2293,"Para pemuka yang kufur di antara kaumnya berkata  "" Sesungguhnya kami benar-benar melihat kamu dalam keadaan kurang akal dan sesungguhnya kami menduga bahwa kamu termasuk para pembohong . "" Dia ( Hud ) berkata  "" Wahai kaumku  tidak ada padaku kekurangan akal sedikit pun  tetapi aku ini adalah rasul dari Tuhan semesta alam . Aku sampaikan kepadamu risalah-risalah ( amanat ) Tuhanku dan aku terhadap kamu adalah penasihat yang tepercaya .","['Hud', 'Tuhan semesta alam']","['http://www.wikidata.org/entity/Q193669', 'http://www.wikidata.org/entity/Q2095353']"
1047,yang berpegang teguh pada ( agama ) Allah  sungguh dia telah diberi petunjuk ke jalan yang lurus . Wahai orang-orang yang beriman  bertakwalah kepada Allah dengan sebenar-benar takwa kepada-Nya dan janganlah kamu mati kecuali dalam keadaan muslim .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
245,Diputuskanlah ( oleh Allah ) di antara mereka dengan adil  sedangkan mereka tidak dizalimi ( sedikit pun ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
625,Sungguh ( neraka Jahanam ) itu seburuk-buruk tempat tinggal .,['neraka Jahanam'],['http://www.wikidata.org/entity/Q58418']
1623,Sesungguhnya Almasih  Isa putra Maryam  hanyalah utusan Allah dan ( makhluk yang diciptakan dengan ) kalimat-Nyayang Dia sampaikan kepada Maryam dan ( dengan tiupan ) roh dari-Nya .,"['Almasih', 'Isa putra Maryam', 'Allah', 'Maryam']","['http://www.wikidata.org/entity/Q51664', 'http://www.wikidata.org/entity/Q51664', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q1478857']"
737,Orang-orang yang akan mati di antara kamu dan meninggalkan istri-istri hendaklah membuat wasiat untuk istri-istrinya  ( yaitu ) nafkah sampai setahun tanpa mengeluarkannya ( dari rumah ) .,[],[]
717,Orang-orang yang mati di antara kamu dan meninggalkan istri-istri hendaklah mereka ( istri-istri ) menunggu dirinya ( beridah ) empat bulan sepuluh hari .,[],[]
1636,Mereka meminta fatwa kepadamu ( tentang kalālah ) .,[],[]
595,Akan tetapi  jika kamu terkepung ( oleh musuh )  ( sembelihlah ) hadyu yang mudah didapat dan jangan mencukur ( rambut ) kepalamu sebelum hadyu sampai di tempat penyembelihannya .,[],[]
947,Hanya kepada Allah tempat kembali .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1095,""" Ya ( cukup ) . "" Jika kamu bersabar dan bertakwa  lalu mereka datang menyerang kamu dengan tiba-tiba  niscaya Allah menolongmu dengan lima ribu malaikat yang memakai tanda . Allah tidak menjadikannya ( pertolongan itu ) kecuali hanya sebagai kabar gembira bagi ( kemenangan ) - mu dan agar hatimu tenang karenanya .","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2470,"Kemudian  dikatakan kepada orang yang bertakwa  "" Apa yang telah Tuhanmu turunkan ? """,[],[]
1504,Kalau bukan karena karunia Allah dan rahmat-Nya kepadamu ( Nabi Muhammad )  tentu segolongan dari mereka berkeinginan keras untuk menyesatkanmu .,"['Allah', 'Muhammad']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458']"
345,Akan tetapi  Allah menyingkapkan apa yang selalu kamu sembunyikan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2388,Allah akan mengukuhkan kebenaran dengan ketetapan-ketetapan-Nya  walaupun para pendurhaka tidak menyukainya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
724,Ketahuilah bahwa Allah mengetahui apa yang ada dalam hatimu .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2231,Sesungguhnya Kami telah menjadikan setan-setan itu ( sebagai ) penolong bagi orang-orang yang tidak beriman .,[],[]
253,Allah benar-benar mempunyai karunia ( yang dilimpahkan-Nya ) kepada manusia  tetapi kebanyakan mereka tidak bersyukur . Engkau ( Nabi Muhammad ) tidak berada dalam suatu urusan  tidak membaca suatu ayat Al-Qur'an  dan tidak pula mengerjakan suatu pekerjaan  kecuali Kami menjadi saksi atasmu ketika kamu melakukannya .,"['Allah', 'Muhammad', ""Al-Qur'an""]","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q428']"
1933,"Apakah kamu benar-benar bersaksi bahwa ada tuhan-tuhan lain selain Allah ? """,['Allah'],['http://www.wikidata.org/entity/Q2095353']
42,"Aku bertobat kepada-Mu dan aku adalah orang yang pertama-tama beriman . "" Dia berfirman  "" Wahai Musa  sesungguhnya Aku memilih ( melebihkan ) engkau dari manusia ( yang lain ) untuk membawa risalah dan berbicara ( langsung ) dengan-Ku .",['Musa'],['http://www.wikidata.org/entity/Q1990155']
356,Maka  celakalah mereka karena tulisan tangan mereka dan celakalah mereka karena apa yang mereka perbuat .,[],[]
2138,Sangat buruk ketetapan mereka itu .,[],[]
1396,Jika demikian ( halnya )  pasti Kami anugerahkan kepada mereka dari sisi Kami pahala yang sangat besar dan pasti Kami tunjukkan kepada mereka jalan yang lurus .,[],[]
207,Wajah-wajah mereka seakan-akan ditutupi kepingan-kepingan malam yang gelap gulita .,[],[]
926,Allah menyatakan bahwa tidak ada tuhan selain Dia  ( Allah ) yang menegakkan keadilan . ( Demikian pula ) para malaikat dan orang berilmu .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2147,Sesungguhnya Dia Mahabijaksana lagi Maha Mengetahui .,[],[]
2347,Perhatikanlah bagaimana kesudahan orang-orang yang berbuat kerusakan .,[],[]
1706,"Dia ( Qabil ) berkata  "" Sungguh  aku pasti akan membunuhmu . "" Dia ( Habil ) berkata  "" Sesungguhnya Allah hanya menerima ( amal ) dari orang-orang yang bertakwa .","['Qabil', 'Habil', 'Allah']","['http://www.wikidata.org/entity/Q40326813', 'http://www.wikidata.org/entity/Q40326836', 'http://www.wikidata.org/entity/Q2095353']"
2368,Milik-Nyalah apa yang ada di langit dan apa yang ada di bumi .,['bumi'],['http://www.wikidata.org/entity/Q2']
1172,"Dikatakan kepada mereka  "" Marilah berperang di jalan Allah atau pertahankanlah ( dirimu ) . "" Mereka menjawab  "" Seandainya kami mengetahui ( bagaimana cara ) berperang  tentulah kami mengikutimu . "" Mereka pada hari itu lebih dekat pada kekufuran daripada keimanan .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
2029,Tiap-tiap mereka telah Kami beri petunjuk .,[],[]
226,Maka  perhatikanlah bagaimana kesudahan orang-orang zalim .,[],[]
1721,Wahai orang-orang yang beriman  bertakwalah kepada Allah  carilah wasilah ( jalan untuk mendekatkan diri ) kepada-Nya  dan berjihadlah ( berjuanglah ) di jalan-Nya agar kamu beruntung .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
730,Pembebasanmu itu lebih dekat pada ketakwaan .,[],[]
731,Janganlah melupakan kebaikan di antara kamu .,[],[]
260,Pada penglihatan mereka ada penutup  dan bagi mereka azab yang sangat berat .,[],[]
1086,"Katakanlah  "" Matilah kamu karena kemurkaanmu itu ! """,[],[]
1446,Akan kamu dapati ( golongan ) lain yang menginginkan agar mereka hidup aman bersamamu dan aman ( pula ) bersama kaumnya .,[],[]
587,Perangilah mereka itu sampai tidak ada lagi fitnah dan agama ( ketaatan ) hanya bagi Allah semata .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1829,"Janganlah kamu mengikuti hawa nafsu kaum yang benar-benar tersesat sebelum kamu dan telah menyesatkan banyak ( manusia ) serta mereka sendiri pun tersesat dari jalan yang lurus . "" Orang-orang yang kufur dari Bani Israil telah dilaknat ( oleh Allah ) melalui lisan ( ucapan ) Daud dan Isa putra Maryam .","['Bani Israil', 'Allah', 'Daud', 'Isa putra Maryam']","['http://www.wikidata.org/entity/Q2605404', 'http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q1257863', 'http://www.wikidata.org/entity/Q51664']"
68,Maka  ampunilah kami dan berilah kami rahmat .,[],[]
1397,Siapa yang menaati Allah dan Rasul ( Nabi Muhammad )  mereka itulah orang-orang yang ( akan dikumpulkan ) bersama orang-orang yang dianugerahi nikmat oleh Allah  ( yaitu ) para nabi  para pencinta kebenaran  orang-orang yang mati syahid  dan orang-orang saleh .,"['Allah', 'Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
1837,Akan tetapi  banyak di antara mereka adalah orang-orang fasik .,[],[]
216,"Katakanlah ( Nabi Muhammad )  "" Apakah di antara sekutu-sekutu kamu ada yang membimbing pada kebenaran ? """,['Muhammad'],['http://www.wikidata.org/entity/Q9458']
1162,karena itu  hendaklah kepada Allah saja orang-orang mukmin bertawakal . Tidak layak seorang nabi menyelewengkan ( harta rampasan perang ) .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
70,"Sesungguhnya kami kembali ( bertobat ) kepada Engkau . ( Allah ) berfirman  "" Siksa-Ku akan Aku timpakan kepada siapa yang Aku kehendaki dan rahmat-Ku meliputi segala sesuatu .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
1355,Akan tetapi  Allah melaknat mereka karena kekufurannya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
715,Apabila kamu ingin menyusukan anakmu ( kepada orang lain )  tidak ada dosa bagimu jika kamu memberikan pembayaran dengan cara yang patut .,[],[]
1185,Sesungguhnya sedikit pun mereka tidak merugikan Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
796,"Maka  terbitkanlah ia dari barat . "" Akhirnya  bingunglah orang yang kufur itu .",[],[]
1292,Jika kamu ingin mengganti istri dengan istri yang lain  sedangkan kamu telah memberikan kepada salah seorang di antara mereka harta yang banyak ( sebagai mahar )  janganlah kamu mengambilnya kembali sedikit pun .,[],[]
1080,Mereka menginginkan apa yang menyusahkanmu .,[],[]
2110,Perbuatan itu benar-benar suatu kefasikan .,[],[]
1982,"( Allah berfirman  ) "" Tidakkah Allah lebih mengetahui tentang mereka yang bersyukur ( kepada-Nya ) ? ""","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1298,Dihalalkan bagi kamu selain ( perempuan-perempuan ) yang demikian itu  yakni kamu mencari ( istri ) dengan hartamu ( mahar ) untuk menikahinya  bukan untuk berzina .,[],[]
2024,"Bagaimana mungkin aku takut kepada yang kamu sekutukan ( dengan Allah )  padahal kamu tidak takut menyekutukan sesuatu dengan Allah yang Dia ( sendiri ) tidak pernah menurunkan kepadamu alasan apa pun . Maka  golongan yang manakah dari keduanya yang lebih berhak mendapat keamanan ( dari malapetaka ) jika kamu mengetahui ? ""","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2131,Jika menghendaki  Dia akan memusnahkanmu .,[],[]
362,"Selain itu  bertutur katalah yang baik kepada manusia  laksanakanlah salat  dan tunaikanlah zakat . "" Akan tetapi  kamu berpaling ( mengingkarinya )  kecuali sebagian kecil darimu  dan kamu ( masih menjadi ) pembangkang . ( Ingatlah ) ketika Kami mengambil perjanjianmu ( agar ) kamu tidak menumpahkan darahmu ( membunuh orang ) dan mengusir dirimu ( saudara sebangsamu ) dari kampung halamanmu .",[],[]
2037,Seandainya mereka mempersekutukan Allah  pasti sia-sialah amal yang telah mereka kerjakan .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
499,Bersyukurlah kepada-Ku dan janganlah kamu ingkar kepada-Ku .,[],[]
188,"Mereka berkata  "" Mengapa tidak diturunkan kepadanya ( Nabi Muhammad ) suatu bukti ( mukjizat ) dari Tuhannya ? """,['Muhammad'],['http://www.wikidata.org/entity/Q9458']
1749,Janganlah kamu menukar ayat-ayat-Ku dengan harga yang murah .,[],[]
178,"Apabila dibacakan kepada mereka ayat-ayat Kami secara jelas  orang-orang yang tidak mengharapkan pertemuan dengan Kami ( di akhirat ) berkata  "" Datangkanlah kitab selain Al-Qur'an ini atau gantilah ! ""","[""Al-Qur'an""]",['http://www.wikidata.org/entity/Q428']
1987,Menetapkan hukum itu hanyalah hak Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2546,Apakah sama orang itu dengan orang yang menyuruh berbuat adil dan dia berada di jalan yang lurus ? Milik,[],[]
2056,Dialah yang menjadikan bagimu bintang-bintang agar kamu menjadikannya petunjuk dalam kegelapan ( yang pekat ) di darat dan di laut .,[],[]
2152,Akan tetapi  janganlah berlebih-lebihan .,[],[]
1266,Bagimu ( para suami ) seperdua dari harta yang ditinggalkan oleh istri-istrimu  jika mereka tidak mempunyai anak .,[],[]
467,"Orang-orang yang kurang akal di antara manusia akan berkata  "" Apakah yang memalingkan mereka ( kaum muslim ) dari kiblat yang dahulu mereka ( berkiblat ) kepadanya ? """,[],[]
2324,Hanya kepada Allah kami bertawakal .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
2185,Kami akan memberi balasan kepada orang-orang yang berpaling dari ayat-ayat Kami dengan siksaan yang buruk karena mereka selalu berpaling . Yang mereka nanti-nantikan hanyalah kedatangan malaikat kepada mereka  kedatangan Tuhanmu  atau sebagian tanda-tanda dari Tuhanmu .,[],[]
806,Allah melipatgandakan ( pahala ) bagi siapa yang Dia kehendaki .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1371,Sesungguhnya orang-orang yang kufur pada ayat-ayat Kami kelak akan Kami masukkan ke dalam neraka .,[],[]
440,Takutlah kamu pada hari ( ketika ) tidak seorang pun dapat menggantikan ( membela ) orang lain sedikit pun  tebusannya tidak diterima  syafaat tidak berguna baginya  dan mereka tidak akan ditolong . ( Ingatlah ) ketika Ibrahim diuji Tuhannya dengan beberapa kalimat  lalu dia melaksanakannya dengan sempurna .,['Ibrahim'],['http://www.wikidata.org/entity/Q1768161']
10,Maka  tiba-tiba ia menelan ( habis ) segala kepalsuan mereka . Maka  terbuktilah kebenaran dan sia-sialah segala yang mereka kerjakan .,[],[]
1542,Akan tetapi  jika kamu kufur  maka sesungguhnya hanya milik Allah apa yang ada di langit dan apa yang ada di bumi .,"['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
2596,Tidak diragukan bahwa merekalah orang-orang yang rugi di akhirat .,[],[]
1666,Janganlah kebencianmu terhadap suatu kaum mendorong kamu untuk berlaku tidak adil .,[],[]
821,Lalu  kebun itu ditiup angin kencang yang mengandung api sehingga terbakar .,[],[]
382,"Katakanlah ( Nabi Muhammad )  "" Mengapa kamu dahulu membunuh nabi-nabi Allah jika kamu orang-orang mukmin ? ""","['Muhammad', 'Allah']","['http://www.wikidata.org/entity/Q9458', 'http://www.wikidata.org/entity/Q2095353']"
600,Ketentuan itu berlaku bagi orang yang keluarganya tidak menetap di sekitar Masjidilharam .,['Masjidilharam'],['http://www.wikidata.org/entity/Q428858']
2472,Itulah sebaik-baik tempat ( bagi ) orang-orang yang bertakwa  ( yaitu ) surga-surga <entity>'Adn yang mereka masuki .,"[""'Adn""]",['http://www.wikidata.org/entity/Q19014']
1348,Tidakkah kamu perhatikan orang-orang yang telah diberi bagian ( pengetahuan ) dari Kitab ( Taurat ) ? Mereka,['Taurat'],['http://www.wikidata.org/entity/Q2383104']
1756,Hendaklah pengikut Injil memutuskan ( urusan ) menurut apa yang diturunkan Allah di dalamnya .,"['pengikut Injil', 'Allah']","['http://www.wikidata.org/entity/Q106039', 'http://www.wikidata.org/entity/Q2095353']"
609,Kemudian  bertolaklah kamu dari tempat orang-orang bertolak ( Arafah ) dan mohonlah ampunan kepada Allah .,"['Arafah', 'Allah']","['http://www.wikidata.org/entity/Q216894', 'http://www.wikidata.org/entity/Q2095353']"
1899,Setelah Engkau mewafatkan aku  Engkaulah yang mengawasi mereka .,[],[]
815,Allah tidak memberi petunjuk kepada kaum kafir .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
115,Di antara orang-orang yang telah Kami ciptakan ada umat yang memberi petunjuk dengan ( dasar ) kebenaran dan dengan itu ( pula ) mereka berlaku adil .,[],[]
1129,"Tidak lain ucapan mereka kecuali doa  "" Ya Tuhan kami  ampunilah dosa-dosa kami dan tindakan-tindakan kami yang berlebihan dalam urusan kami  tetapkanlah pendirian kami  dan tolonglah kami terhadap kaum yang kafir . "" Maka  Allah menganugerahi mereka balasan ( di ) dunia dan pahala yang baik ( di ) akhirat .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
2442,Sebagiannya menjadi minuman dan sebagiannya ( menyuburkan ) tumbuhan yang dengannya kamu menggembalakan ternakmu .,[],[]
2461,"Apabila dikatakan kepada mereka  "" Apa yang telah Tuhanmu turunkan ? """,[],[]
850,Mereka kekal di dalamnya .,[],[]
282,Jika kamu tidak ( mampu ) membuat ( - nya ) dan ( pasti ) kamu tidak akan ( mampu ) membuat ( - nya )  takutlah pada api neraka yang bahan bakarnya adalah manusia dan batu yang disediakan bagi orang-orang kafir .,[],[]
2116,"Apabila datang suatu ayat kepada mereka  mereka berkata  "" Kami tidak akan beriman hingga diberikan kepada kami ( sesuatu ) seperti apa yang diberikan kepada rasul-rasul Allah . "" Allah lebih mengetahui di mana Dia menempatkan tugas kerasulan-Nya .","['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
1078,Allah tidak menzalimi mereka  tetapi mereka yang menzalimi diri sendiri .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
193,"Maka  mereka berdoa dengan mengikhlaskan ketaatan kepada-Nya ( seraya berkata )  "" Sekiranya Engkau menyelamatkan kami dari ( bahaya ) ini  pasti kami termasuk orang-orang yang bersyukur . "" Namun  ketika Allah menyelamatkan mereka  seketika itu mereka berbuat kezaliman di bumi tanpa ( alasan ) yang benar .","['Allah', 'bumi']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2']"
266,"Ingatlah  sesungguhnya mereka itulah orang-orang yang picik akalnya  tetapi mereka tidak tahu . Apabila mereka berjumpa dengan orang yang beriman  mereka berkata  "" Kami telah beriman . "" Akan tetapi apabila mereka menyendiri dengan setan-setan ( para pemimpin ) mereka  mereka berkata  "" Sesungguhnya kami bersama kamu  kami hanya pengolok-olok . "" Allah akan memperolok-olokkan dan membiarkan mereka terombang-ambing dalam kesesatan .",['Allah'],['http://www.wikidata.org/entity/Q2095353']
1453,Jika dia ( terbunuh ) dari kaum ( kafir ) yang ada perjanjian ( damai ) antara mereka dengan kamu  ( hendaklah pembunuh ) membayar tebusan yang diserahkan kepada keluarganya serta memerdekakan hamba sahaya mukmin .,[],[]
1051,Mereka itulah orang-orang yang beruntung .,[],[]
761,Kemudian  Allah menganugerahinya ( Daud ) kerajaan dan hikmah ( kenabian ) ; Dia ( juga ) mengajarinya apa yang Dia kehendaki .,"['Allah', 'Daud']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q1257863']"
537,Maka  alangkah beraninya mereka menentang api neraka .,[],[]
2045,Ini ( Al-Qur'an ) adalah kitab suci yang telah Kami turunkan lagi diberkahi yang membenarkan kitab-kitab yang ( diturunkan ) sebelumnya dan agar engkau memberi peringatan kepada ( penduduk ) Ummul Qura ( Makkah ) dan orang-orang yang ada di sekitarnya .,"[""Al-Qur'an"", 'Ummul Qura', 'Makkah']","['http://www.wikidata.org/entity/Q428', 'http://www.wikidata.org/entity/Q5806', 'http://www.wikidata.org/entity/Q5806']"
191,Dialah ( Allah ) yang menjadikan kamu dapat berjalan di daratan ( dan berlayar ) di lautan sehingga ketika kamu berada di dalam kapal  lalu meluncurlah ( kapal ) itu membawa mereka dengan tiupan angin yang baik dan mereka bergembira karenanya .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
1916,Maka  kelak akan sampai kepada mereka berita-berita ( tentang kebenaran ) sesuatu yang selalu mereka perolok-olokkan .,[],[]
1467,"Mereka menjawab  "" Kami adalah orang-orang yang tertindas di bumi ( Makkah ) . "" Mereka ( malaikat ) bertanya  "" Bukankah bumi Allah itu luas sehingga kamu dapat berhijrah di sana ? ""","['bumi', 'Makkah', 'bumi', 'Allah']","['http://www.wikidata.org/entity/Q2', 'http://www.wikidata.org/entity/Q5806', 'http://www.wikidata.org/entity/Q2', 'http://www.wikidata.org/entity/Q2095353']"
470,Sesungguhnya ( pemindahan kiblat ) itu sangat berat  kecuali bagi orang yang telah diberi petunjuk oleh Allah .,['Allah'],['http://www.wikidata.org/entity/Q2095353']
645,Diwajibkan atasmu berperang  padahal itu kamu benci .,[],[]
75,Maka  berimanlah kamu kepada Allah dan Rasul-Nya  ( yaitu ) nabi ummi ( tidak pandai baca tulis ) yang beriman kepada Allah dan kalimat-kalimat-Nya ( kitab-kitab-Nya ) .,"['Allah', 'Allah']","['http://www.wikidata.org/entity/Q2095353', 'http://www.wikidata.org/entity/Q2095353']"
2560,Kemudian  orang-orang yang kufur tidak diizinkan ( untuk membela diri ) dan tidak ( pula ) dibolehkan memohon ampunan .,[],[]
