sent_id,sentence,entities,uris
250,Hasil imbang ini memberatkan langkah PSG untuk lolos ke babak berikutnya.,['PSG'],['http://www.wikidata.org/entity/Q483020']
1379,Seperti Menteri BUMN Rini Soemarno yang selama ini sering dikritik keras oleh PDIP.,"['BUMN', 'Rini Soemarno', 'PDIP']","['http://www.wikidata.org/entity/Q270791', 'http://www.wikidata.org/entity/Q270791', 'http://www.wikidata.org/entity/Q1186306']"
244,"""Ketika kali pertama membaca naskah, saya berpikir kesuksesan drama ini bergantung bagaimana aktor utama memainkan perannya dan dia berhasil,"" kata Hye-kyo.",['Hye-kyo'],['http://www.wikidata.org/entity/Q1080180']
2047,"Yasonna mengatakan, anggaran tambahan itu nantinya akan digunakan untuk menambah jumlah lapas.",['Yasonna'],['http://www.wikidata.org/entity/Q12525045']
352,"Meski tak terkalahkan di enam partai terakhir dengan lima kemenangan dan satu hasil imbang, seluruh kemenangan tersebut dipetik dengan skor tipis 1-0 saja.",[],[]
783,"Reshuffle itu hak prerogatif presiden, melihat kebutuhan beliau seperti apa,"" ungkap Sekjen PAN Eddy Soeparno saat berbincang dengan detikcom, Senin (4/4/2016) malam.","['PAN', 'Eddy Soeparno', 'detikcom']","['http://www.wikidata.org/entity/Q2434365', 'http://www.wikidata.org/entity/Q2434365', 'http://www.wikidata.org/entity/Q12481355']"
353,"Menurut Taufik, RUU itu sudah pasti akan dibahas, namun DPR perlu mendengar lagi pandangan terakhir pemerintah soal RUU tersebut.","['Taufik', 'DPR']","['http://www.wikidata.org/entity/Q12520110', 'http://www.wikidata.org/entity/Q2670027']"
1215,"Mantan Kapolda Sulawesi Selatan, Irjen Pudji Hartono telah dilantik sebagai Dirjen Perhubungan Darat Kemenhub.","['Sulawesi Selatan', 'Kemenhub']","['http://www.wikidata.org/entity/Q5078', 'http://www.wikidata.org/entity/Q6867637']"
1459,"Sejauh ini, Klopp sangat superior atas penerusnya di Borussia Dortmund tersebut.","['Klopp', 'Borussia Dortmund']","['http://www.wikidata.org/entity/Q83106', 'http://www.wikidata.org/entity/Q41420']"
1877,Seperti diketahui dokumen Panama atau Panama Papers mengungkapkan pengaturan keuangan oleh banyak politikus dan tokoh publik.,"['Panama', 'Panama']","['http://www.wikidata.org/entity/Q804', 'http://www.wikidata.org/entity/Q804']"
725,"Menurutnya, siapapun yang berbisnis di Indonesia harus legal dan memenuhi semua aturan.",['Indonesia'],['http://www.wikidata.org/entity/Q252']
617,"Di awal babak pertama, Hart mampu menggagalkan eksekusi penalti Zlatan Ibrahimovic.","['Hart', 'Zlatan Ibrahimovic']","['http://www.wikidata.org/entity/Q187184', 'http://www.wikidata.org/entity/Q46896']"
523,Presiden Joko Widodo mengumpulkan para menteri Kabinet Kerja untuk sidang kabinet paripurna.,"['Joko Widodo', 'Kabinet Kerja']","['http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q18342125']"
1323,"Di Singapura semua kendaraan layanan aplikasi terdata sebagai taksi, sehingga keamanan dan kenyamanan penumpang terjamin.",['Singapura'],['http://www.wikidata.org/entity/Q334']
1918,"Lalu, apa sebenarnya rahasia kesehatan dan kebugaran nenek Pangeran William ini? Terminal",['William'],['https://www.wikidata.org/wiki/Q36812']
598,"Lebih berpotensi dibandingkan Yusril, karena faktor partai dan track record lebih memihak Risma,"" kata Yunarto kepada wartawan usai paparan hasil survei politik di kantor Charta Politika, Jl Cisanggira, Jakarta Selatan, Rabu (30/3/2016).","['Yusril', 'Risma', 'Yunarto', 'Jakarta Selatan']","['http://www.wikidata.org/entity/Q8061915', 'http://www.wikidata.org/entity/Q12522317', 'http://www.wikidata.org/entity/Q17411732', 'http://www.wikidata.org/entity/Q10114']"
1741,Gubernur DKI Basuki T Purnama diminta meniru Kepala BIN Sutiyoso saat menjabat Gubernur DKI dan menertibkan Kramat Tunggak.,"['DKI', 'Basuki T Purnama', 'BIN', 'Sutiyoso', 'DKI']","['http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q2619338', 'http://www.wikidata.org/entity/Q2619338', 'http://www.wikidata.org/entity/Q3630']"
1797,"Pemerataan frekuensi pergerakan pesawat 60 per jam memang sempat ada di Bandara Soekarno-Hatta, Cengkareng.","['Bandara Soekarno-Hatta', 'Cengkareng']","['http://www.wikidata.org/entity/Q749497', 'http://www.wikidata.org/entity/Q192714']"
1810,Mantan petenis nomor satu dunia Roger Federer menyentuh angka 1 untuk pertandingannya di level tour.,['Roger Federer'],['http://www.wikidata.org/entity/Q1426']
216,"""Harus Dengan dua gol tandang yang dipunya, City dalam posisi lebih diuntungkan untuk bisa lolos ke semifinal.",['City'],['http://www.wikidata.org/entity/Q50602']
624,Ibra ingin membuktikan bahwa di usianya saat ini dia belum habis dan masih bisa tampil oke.,['Ibra'],['http://www.wikidata.org/entity/Q46896']
2067,"Jadi misalnya, meski keuntungan cuma Rp 10 pun, asal di atas biaya cost ya tetap aman,"" kata Kuan Moon di gedung Telkomsel Regional Atrium Mulia Kuningan Jakarta kepada detikINET baru-baru ini.","['Kuan Moon', 'detikINET']","['http://www.wikidata.org/entity/Q115592380', 'https://www.wikidata.org/wiki/Q12481355']"
226,Data tingkat kepatuhan ini sesuai laporan dari KPK dengan data per Januari 2016.,['KPK'],['http://www.wikidata.org/entity/Q3273955']
449,"Direktur PT Indofood Sukses Makmur Tbk (INDF), Fransiskus Welirang menyayangkan minimnya hasil riset pangan yang diaplikasikan dalam bentuk komersil.","['PT Indofood Sukses Makmur Tbk', 'INDF', 'Fransiskus Welirang']","['http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q16177429']"
63,Daniel pun meminta semua pihak agar mau menahan diri dan tidak lagi melancarkan segala cara demi mengejar kekuasaan.,['Daniel'],['http://www.wikidata.org/entity/Q96987329']
817,"Dalam enam pertandingan ke depan, Leicester akan bertanding melawan Sunderland (tandang), West Ham United (kandang), Swansea City (kandang), Manchester United (tandang), Everton (kandang), dan Chelsea (tandang).","['Leicester', 'Sunderland', 'West Ham United', 'Swansea City', 'Manchester United', 'Everton', 'Chelsea']","['http://www.wikidata.org/entity/Q19481', 'http://www.wikidata.org/entity/Q18739', 'http://www.wikidata.org/entity/Q18747', 'http://www.wikidata.org/entity/Q18659', 'http://www.wikidata.org/entity/Q18656', 'http://www.wikidata.org/entity/Q5794', 'http://www.wikidata.org/entity/Q9616']"
1229,"Selama ini operasional pergerakan pesawat di Bandara Cengkareng adalah 24 jam, 20 jam di antaranya untuk operasional pergerakan pesawat dan sisanya untuk perawatan.",['Bandara Cengkareng'],['http://www.wikidata.org/entity/Q749497']
492,"Menlu Retno saat melapor LHKPN ke KPK Jakarta-Menteri Luar Negeri (Menlu) Retno LP Marsudi melakukan kunjungan bilateral ke Addis Ababa, Ethiopia, Afrika.","['Retno', 'KPK', 'Retno LP Marsudi', 'Addis Ababa', 'Ethiopia', 'Afrika']","['http://www.wikidata.org/entity/Q18342668', 'http://www.wikidata.org/entity/Q3273955', 'http://www.wikidata.org/entity/Q18342668', 'http://www.wikidata.org/entity/Q3624', 'http://www.wikidata.org/entity/Q115', 'http://www.wikidata.org/entity/Q15']"
976,"Telkom berencana membeli 5 persen saham publik dengan dana yang disediakan mencapai Rp 5,250 triliun.",['Telkom'],['http://www.wikidata.org/entity/Q2305438']
541,"""Seluruh jajaran Direksi akan melayat ke Singapura secara bergantian,"" kata Direktur Indofood, Werianty Setiawan kepada detikFinance, Senin (11/6/2012).","['Singapura', 'Indofood', 'detikFinance']","['http://www.wikidata.org/entity/Q334', 'http://www.wikidata.org/entity/Q3930665', 'http://www.wikidata.org/entity/Q12481355']"
907,"Menurut Rio, dia harus memperbaiki cara startnya agar dapat langsung merebut posisi depan.",['Rio'],['http://www.wikidata.org/entity/Q981543']
896,"Dengan Mega adalah persahabatan generasi kedua, dan berharap berlanjut menjadi persahabatan generasi-generasi selanjutnya,"" katanya.",['Mega'],['http://www.wikidata.org/entity/Q76179']
1156,"Nurdin yang alumnus Universitas Kyushu Jepang ini pernah menyebut, triliunan uang investor masuk tanpa pungutan sepeser pun.","['Nurdin', 'Universitas Kyushu Jepang']","['http://www.wikidata.org/entity/Q19752310', 'http://www.wikidata.org/entity/Q1188786']"
1648,"Jokowi tiba di Bandara Internasional Juwata, Tarakan, Kalimantan Utara sekitar pukul 16 WITA, Rabu (23/3/2016), setelah bertolak dari Bandara Soepadio, Pontianak, Kalimantan Barat.","['Jokowi', 'Bandara Internasional Juwata', 'Tarakan', 'Kalimantan Utara', 'Bandara Soepadio', 'Pontianak', 'Kalimantan Barat']","['http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q2233018', 'http://www.wikidata.org/entity/Q14501', 'http://www.wikidata.org/entity/Q3903', 'http://www.wikidata.org/entity/Q723474', 'http://www.wikidata.org/entity/Q14168', 'http://www.wikidata.org/entity/Q3916']"
1421,Menhub Ignasius Jonan menyampaikan serangkaian aturan yang mesti dipenuhi Uber dan GrabCar hingga 31 Mei mendatang.,"['Ignasius Jonan', 'Uber', 'GrabCar']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q780442', 'http://www.wikidata.org/entity/Q20873932']"
595,"Oleh karena ketertarikannya di bidang sosial, Ledia pindah haluan saat melanjutkan pendidikan ke jenjang S2.",['Ledia'],['http://www.wikidata.org/entity/Q31173931']
1482,"Saat ini, Ledia Hanifa adalah Wakil Ketua Komisi VIII DPR yang membidangi lingkup sosial, agama, bencana, pemberdayaan perempuan, dan perlindungan anak.","['Ledia Hanifa', 'DPR']","['http://www.wikidata.org/entity/Q31173931', 'http://www.wikidata.org/entity/Q2670027']"
1151,"Begitu juga dengan Blue Bird, Express, Silver Bird atau taksi apapun jika ingin pelat hitam boleh-boleh saja, tapi terdaftar misal sebagai rental resmi.","['Blue Bird', 'Express', 'Silver Bird']","['http://www.wikidata.org/entity/Q114556753', 'http://www.wikidata.org/entity/Q96100662', 'http://www.wikidata.org/entity/Q114556753']"
518,"Dalam kunjungan ke Amerika Serikat, Presiden RI Joko Widodo menyempatkan diri bertandang ke markas Facebook di kawasan Silicon Valley.","['Amerika Serikat', 'RI', 'Joko Widodo', 'Facebook', 'Silicon Valley']","['http://www.wikidata.org/entity/Q30', 'http://www.wikidata.org/entity/Q252', 'http://www.wikidata.org/entity/Q252', 'http://www.wikidata.org/entity/Q355', 'http://www.wikidata.org/entity/Q163820']"
2033,"""Besok Presiden akan memberikan pengarahan kepada 269 gubernur, wakil gubernur, bupati, walikota, baik yang sudah dilantik maupun yang belum.",[],[]
1065,"Dalam data yang dilansir oleh situs resmi UEFA, Kroos sudah mencatatkan sebanyak 680 kali umpan menemui sasaran dari tota 717 kali percobaan di Liga Champions.","['UEFA', 'Kroos']","['http://www.wikidata.org/entity/Q35572', 'http://www.wikidata.org/entity/Q131234']"
1233,"Lokasi Gedung Setneg tak jauh dari Istana Kepresidenan, Jakarta, hanya bersebelahan.","['Istana Kepresidenan', 'Jakarta']","['http://www.wikidata.org/entity/Q27154899', 'http://www.wikidata.org/entity/Q3630']"
2113,Seperti diketahui nama Menko Kemaritiman Rizal Ramli sempat menjadi pembicaraan usai memposting sindiran terhadap Menteri ESDM Sudirman Said di media sosial.,"['Rizal Ramli', 'Sudirman Said']","['http://www.wikidata.org/entity/Q12508773', 'http://www.wikidata.org/entity/Q18421410']"
285,Namun PSG mampu membalikkan keadaan melalui gol Zlatan Ibrahimovic dan Adrien Rabiot.,"['PSG', 'Zlatan Ibrahimovic', 'Adrien Rabiot']","['http://www.wikidata.org/entity/Q483020', 'http://www.wikidata.org/entity/Q46896', 'http://www.wikidata.org/entity/Q18962']"
706,"PDIP sendiri, menurut Hendrawan, sudah punya catatan evaluasi menyeluruh soal kinerja menteri.","['PDIP', 'Hendrawan']","['http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q17410575']"
64,Puluhan orang yang mengaku dari Forum Kerukunan Nelayan Muara Angke menyambangi KPK.,['KPK'],['http://www.wikidata.org/entity/Q3273955']
842,"Jika tak ada kontrak baru, striker asal Swedia itu bebas pergi ke klub mana pun yang dia inginkan.",['Swedia'],['http://www.wikidata.org/entity/Q34']
1181,Baca Juga : Hiks! Putri,[],[]
1618,"Terkait koalisi dengan Partai Golkar, Megawati mengatakan, koalisi bukan merupakan tolak ukur bagi partainya.","['Partai Golkar', 'Megawati']","['http://www.wikidata.org/entity/Q1536552', 'http://www.wikidata.org/entity/Q76179']"
1606,"Tiga menit selepas restart, Toni Kroos mendapat ruang tembak di depan kotak penalti tapi sepakan kaki kirinya masih melayang di atas mistar.",['Toni Kroos'],['http://www.wikidata.org/entity/Q131234']
1417,Lukman juga menyebutkan bahwa seluruh politikus senior PPP hingga ke tingkat bawah akan hadir dalam Muktamar tersebut.,"['Lukman', 'PPP']","['http://www.wikidata.org/entity/Q16188358', 'http://www.wikidata.org/entity/Q2669302']"
1002,Pertemuan Judy Hoops dengan rubah licik bernama Nick Wilde (Jason Bateman) ternyata menunjukkan betapa rapuh ekosistem Zootopia yang sebenarnya.,"['Judy Hoops', 'Nick Wilde', 'Jason Bateman', 'Zootopia']","['http://www.wikidata.org/entity/Q23042987', 'http://www.wikidata.org/entity/Q24136041', 'http://www.wikidata.org/entity/Q284636', 'http://www.wikidata.org/entity/Q24387968']"
475,Namun ternyata yang membujuk agar pria yang akrab disapa Kang Emil itu tidak ikut bertarung adalah Sekjen PDI Perjuangan Hasto Kristiyanto.,"['Emil', 'PDI Perjuangan', 'Hasto Kristiyanto']","['http://www.wikidata.org/entity/Q7333042', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q1186306']"
1007,Pemenang lainnya termasuk film animasi Disney Wreck-It Ralph yang membawa pulang penghargaan untuk film animasi terfavorit mengalahkan pemenang Oscar ' Brave ' dan ' Madagascar 3:Europes Most Wanted '.,"['Disney', 'Wreck-It Ralph', 'Brave', 'Madagascar 3:Europes Most Wanted']","['http://www.wikidata.org/entity/Q7414', 'http://www.wikidata.org/entity/Q7414', 'http://www.wikidata.org/entity/Q126796', 'http://www.wikidata.org/entity/Q244247']"
1399,Hasan menilai tak ada salahnya Jokowi memasukkan menteri dari parpol-parpol lain dalam reshuffle yang akan datang.,['Jokowi'],['http://www.wikidata.org/entity/Q3318231']
202,"""Contohnya misal pembangunan LRT di kota Palembang, itu targetnya digunakan untuk pesta ASEAN Games Juni 2018, ini harus diuber, makanya kami minta payung hukum peraturan presiden supaya pelaksanaan tidak salah.","['LRT', 'Palembang', 'ASEAN']","['http://www.wikidata.org/entity/Q1268865', 'http://www.wikidata.org/entity/Q8131', 'http://www.wikidata.org/entity/Q7768']"
59,Sisi kiri dan kanan Madrid yang kerap kosong karena ditinggal Marcelo serta Danilo yang overlap jadi santapan empuk untuk Wolfsburg.,"['Madrid', 'Marcelo', 'Danilo', 'Wolfsburg']","['http://www.wikidata.org/entity/Q8682', 'http://www.wikidata.org/entity/Q38136', 'http://www.wikidata.org/entity/Q437329', 'http://www.wikidata.org/entity/Q101859']"
1204,"""Ini akan menjadi gelar yang spesial,"" ujar Zola kepada La Gazzetta dello Sport.","['Zola', 'La Gazzetta dello Sport']","['http://www.wikidata.org/entity/Q9354', 'http://www.wikidata.org/entity/Q651988']"
16,"Itu menarik buat saya, artinya mudah-mudahan masalah pesepakbola sebelum bulan Mei akan berakhir,"" kata Nil Maizar dalam perbincangan dengan detikSport.","['Nil Maizar', 'detikSport']","['http://www.wikidata.org/entity/Q7036795', 'http://www.wikidata.org/entity/Q12481355']"
1965,"Chairman Samsung, Lee Kun-Hee akhirnya mengumumkan pengunduran dirinya, selang 5 hari setelah dituduh menghindari pajak dan melanggar kepercayaan.","['Samsung', 'Lee Kun-Hee']","['http://www.wikidata.org/entity/Q20716', 'http://www.wikidata.org/entity/Q494412']"
1254,"Dengan perhitungan tarif berbasis menit, Telkom akan mengenakan tarif Rp 250 untuk percakapan lokal yang tidak melampaui dua menit.",['Telkom'],['http://www.wikidata.org/entity/Q2305438']
721,"Calon raja Inggris di masa depan, pada urutan kedua setelah Charles sang ayah, dengan gelar Duke of Cambridge itu mengatakannya kepada para anggota direksi Asosiasi Sepakbola Inggris (FA), Rabu (6/4/2016).","['Inggris', 'Charles', 'Cambridge', 'Asosiasi Sepakbola Inggris (FA)']","['http://www.wikidata.org/entity/Q21', 'http://www.wikidata.org/entity/Q43274', 'https://www.wikidata.org/wiki/Q350', 'http://www.wikidata.org/entity/Q9500']"
1398,"tidak boleh aktif lagi di partai,"" aku Soetrisno usai dilantik di Istana Negara, Rabu (20/1).Hendrawan pun menceritakan bila awalnya sebelum pengumuman Kabinet Kerja, diperkirakan sejumlah menteri sudah cocok di pos masing-masing.","['Soetrisno', 'Istana Negara', 'Hendrawan', 'Kabinet Kerja']","['http://www.wikidata.org/entity/Q12515790', 'http://www.wikidata.org/entity/Q6088540', 'http://www.wikidata.org/entity/Q17410575', 'http://www.wikidata.org/entity/Q18342125']"
1826,Sekjen DPP PDIP Hasto Kristiyanto menampik partainya mengincar jatah kursi menteri PKB.,"['PDIP', 'Hasto Kristiyanto', 'PKB']","['http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q1186306', 'http://www.wikidata.org/entity/Q1257317']"
191,"Ya manajemen raskin kita (Pemkot Bandung) kan juara se-Jawa Barat kerena bisa gratis,"" ujar Emil di Bandung, Rabu (24/2/2016).","['Bandung', 'Jawa Barat', 'Emil', 'Bandung']","['http://www.wikidata.org/entity/Q10389', 'http://www.wikidata.org/entity/Q3724', 'http://www.wikidata.org/entity/Q7333042', 'http://www.wikidata.org/entity/Q10389']"
1175,Maka menurutnya diperlukan komunikasi pemerintah terutama Menteri Perhubungan Ignasius Jonan dan Menteri Komunikasi dan Informatika Rudiantara.,"['Ignasius Jonan', 'Rudiantara']","['http://www.wikidata.org/entity/Q16182287', 'http://www.wikidata.org/entity/Q18421404']"
1089,"""Acara pagi ini melengkapi carut marutnya penyelenggaraan pilkada,"" kata Whisnu Sakti Buana dalam sambutan usai penetapan di ruang Amarta, Hotel Singgasana Surabaya, Selasa (22/12/2015).","['Whisnu Sakti Buana', 'Hotel Singgasana', 'Surabaya']","['http://www.wikidata.org/entity/Q17411689', 'http://www.wikidata.org/entity/Q115795336', 'http://www.wikidata.org/entity/Q115795336']"
734,Kondisi Soekarno-Hatta traffic-nya timpang antara satu jam dengan jam yang lain.,['Soekarno-Hatta'],['http://www.wikidata.org/entity/Q749497']
1556,"""Kita harapkan nantinya betul-betul terintegrasi dari MRT, LRT, buswaynya ke bandara dengan commuter line, dengan kereta cepat sambung lagi ke LRT di Bandung Raya,"" jelas Jokowi.","['Bandung Raya', 'Jokowi']","['http://www.wikidata.org/entity/Q18577915', 'http://www.wikidata.org/entity/Q3318231']"
1284,"Pengawas eksternal melibatkan 12 lembaga di antaranya Dinas Pendidikan, Lembaga Sandi Negara, Kompolnas, Indonesia Police Watch (IPW), Ombudsman, Universitas Gunadarma, Dinas Kependudukan dan Pencacatan Sipil (Disdukcapil), BAN PT, KemenPAN-RB serta Himpunan Psikologi.","['Lembaga Sandi Negara', 'Ombudsman', 'Universitas Gunadarma', 'BAN PT', 'KemenPAN-RB']","['http://www.wikidata.org/entity/Q31173743', 'http://www.wikidata.org/entity/Q169180', 'http://www.wikidata.org/entity/Q12523328', 'http://www.wikidata.org/entity/Q12473184', 'http://www.wikidata.org/entity/Q11049172']"
1014,"Sang juara Australia Terbuka, Novak Djokovic, tetap menjadi pemain nomor satu, sang runner-up Rafael Nadal nomor dua, Roger Federer nomor tiga, Andy Murray nomor empat.","['Australia', 'Novak Djokovic', 'Rafael Nadal', 'Roger Federer', 'Andy Murray']","['http://www.wikidata.org/entity/Q408', 'http://www.wikidata.org/entity/Q5812', 'http://www.wikidata.org/entity/Q10132', 'http://www.wikidata.org/entity/Q1426', 'http://www.wikidata.org/entity/Q10125']"
857,"Yang jelas di IATA ada dan PM ada, cuma nomornya saya tidak tahu,"" ucapnya.",['IATA'],['http://www.wikidata.org/entity/Q19755']
1936,"Pada awalnya Potter memang tergila-gila semua yang berbau Disney, termasuk kisah-kisah para putri seperti Cinderella, Snow White, Aurora dan sebagainya.","['Disney', 'Cinderella', 'Snow White', 'Aurora']","['http://www.wikidata.org/entity/Q7414', 'http://www.wikidata.org/entity/Q2559332', 'http://www.wikidata.org/entity/Q55266630', 'http://www.wikidata.org/entity/Q519034']"
1686,Jakarta-Tottenham Hotspur sedang mengejar Leicester City dalam persaingan di Premier League.,"['Jakarta', 'Tottenham Hotspur', 'Leicester City']","['http://www.wikidata.org/entity/Q3630', 'http://www.wikidata.org/entity/Q18741', 'http://www.wikidata.org/entity/Q19481']"
1451,"Asas keadilan itu semua platform sama, urus izin, badan usaha, gitu loh, kalo sopir SIM A umum ya SIM A umum semua, itu asas keadilan,"" kata Jonan.",['Jonan'],['http://www.wikidata.org/entity/Q16182287']
1110,"Ditulis oleh Jared Bush dan Phil Johnston, ' Zootopia ' ternyata lebih dari sekedar film animasi tentang binatang-binatang yang bertindak seperti manusia.","['Jared Bush', 'Phil Johnston']","['http://www.wikidata.org/entity/Q20995253', 'http://www.wikidata.org/entity/Q21411187']"
281,Kemenangan ini juga sekaligus menyudahi penantian panjang Federer karena Piala Davis menjadi salah satu dari dua ajang bergengsi yang belum dia pernah menangi.,['Federer'],['http://www.wikidata.org/entity/Q1426']
462,"Membiarkan gol tercipta dengan cara seperti itu sungguh-sungguh konyol,"" kata Given.",['Given'],['http://www.wikidata.org/entity/Q215812']
1809,"Raikkonen kini menempati posisi ketiga di klasemen sementara dengan 43 poin, di bawah Nico Rosberg (100 poin) dan Lewis Hamilton (57 poin).","['Raikkonen', 'Nico Rosberg', 'Lewis Hamilton']","['http://www.wikidata.org/entity/Q11192', 'http://www.wikidata.org/entity/Q75820', 'http://www.wikidata.org/entity/Q9673']"
626,Kehadiran Pratikno di Pontianak untuk mendampingi Presiden Jokowi melakukan kunjungan kerja di Kalimantan.,"['Pratikno', 'Pontianak', 'Jokowi', 'Kalimantan']","['http://www.wikidata.org/entity/Q12506406', 'http://www.wikidata.org/entity/Q14168', 'http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q19745966']"
96,"Demikian diungkapkan oleh Rochiman Sukarno, Kepala Unit Hubungan Investor PT Telkom dalam penjelasan tertulis, Senin (31/10/2005).",['PT Telkom'],['http://www.wikidata.org/entity/Q2305438']
463,"Jadi enggak sesederhana itu, karena tidak mudah seperti membalikkan telapak tangan,"" kata Luhut.",['Luhut'],['http://www.wikidata.org/entity/Q14917375']
1405,"Dua gol kemenangan Wolfsburg, yang didominasi Madrid sepanjang laga, dibuat di 25 menit awal dari penalti Ricardo Rodriguez dan Maximilian Arnold.","['Wolfsburg', 'Madrid', 'Ricardo Rodriguez', 'Maximilian Arnold']","['http://www.wikidata.org/entity/Q101859', 'http://www.wikidata.org/entity/Q8682', 'http://www.wikidata.org/entity/Q666506', 'http://www.wikidata.org/entity/Q1093851']"
1867,"Sidang Paripurna tersebut digelar di Gedung Utama Kementerian Sekretariat Negara, Jl Veteran Raya, Jakarta Pusat, Kamis (7/4/2016).","['Jl Veteran', 'Jakarta Pusat']","['http://www.wikidata.org/entity/Q12487085', 'http://www.wikidata.org/entity/Q10109']"
627,"Megawati mengatakan, seorang pemimpin seharusnya memang diharapkan bisa membuat prestasi dalam kepemimpinannya.",['Megawati'],['http://www.wikidata.org/entity/Q76179']
1378,"""Semua pihak saya kira mengerti, karena reshuffle itu domainnya Presiden ya kita serahkan sepenuhnya ke beliau,"" katanya.",[],[]
1075,"Untuk memenuhi target itu, Rio akan bejuang keras bersama tim Campos Racing yang didukung oleh Pertamina.","['Rio', 'Campos Racing', 'Pertamina']","['http://www.wikidata.org/entity/Q981543', 'http://www.wikidata.org/entity/Q1031592', 'http://www.wikidata.org/entity/Q1641044']"
803,"Yang pasti, tim pasukan khusus sudah disiagakan di Tarakan, Kalimantan Utara.","['Tarakan', 'Kalimantan Utara']","['http://www.wikidata.org/entity/Q14501', 'http://www.wikidata.org/entity/Q3903']"
479,"Meski begitu, partai pimpinan Zulkifli Hasan ini mengaku tidak ingin kegeeran dan menyerahkan sepenuhnya kepada Presiden Joko Widodo.","['Zulkifli Hasan', 'Joko Widodo']","['http://www.wikidata.org/entity/Q4260406', 'http://www.wikidata.org/entity/Q3318231']"
2095,"""Ini sesuai instruksi Presiden Joko Widodo perang terhadap kejahatan narkoba,"" kata Heru.","['Joko Widodo', 'Heru']","['http://www.wikidata.org/entity/Q3318231', 'https://www.wikidata.org/wiki/Q31173747']"
453,Sinyal akan dilakukannya reshuffle Kabinet Kerja oleh Presiden Joko Widodo terus berhembus.,"['Kabinet Kerja', 'Joko Widodo']","['http://www.wikidata.org/entity/Q18342125', 'http://www.wikidata.org/entity/Q3318231']"
905,"Sebab setelah dilantik sebagai Dirjen Perhubungan Darat, tentu Pudji tidak dapat merangkap jabatan sebagai Kapolda Sulawesi Selatan.","['Pudji', 'Sulawesi Selatan']","['http://www.wikidata.org/entity/Q17410950', 'http://www.wikidata.org/entity/Q5078']"
1480,"Namun, usai gelaran Sail Morotai, pembangunan museum justru mangkrak dan tidak terurus.",['Morotai'],['http://www.wikidata.org/entity/Q19146']
106,"Kalau DPR mau mengubah silakan, saya enggak mau.",['DPR'],['http://www.wikidata.org/entity/Q2670027']
1082,"Karena itu Samsung Wave cukup laris di sana,"" paparnya kepada detikINET.","['Samsung', 'detikINET']","['http://www.wikidata.org/entity/Q20718', 'https://www.wikidata.org/wiki/Q12481355']"
1278,Manokwari Kehadiran Presiden Joko Widodo dinanti warga di Papua hari ini.,"['Manokwari', 'Joko Widodo', 'Papua']","['http://www.wikidata.org/entity/Q848672', 'http://www.wikidata.org/entity/Q3318231', 'http://www.wikidata.org/entity/Q5095']"
1542,"Usai acara penyambutan, Megawati langsung memasuki ruangan kelas I.",['Megawati'],['http://www.wikidata.org/entity/Q76179']
609,Sinyal akan dilakukannya reshuffle Kabinet Kerja oleh Presiden Joko Widodo terus berhembus.,"['Kabinet Kerja', 'Joko Widodo']","['http://www.wikidata.org/entity/Q18342125', 'http://www.wikidata.org/entity/Q3318231']"
334,"Sanggar Alang @ lang yang menawarkan konsep pendidikan keliling jemput bola bagi anak perawan PRTA (pembantu rumah tangga rawan bahaya) dengan mobil OB-Van, didanai Samsung sebesar US $ 13.362 Bahkan, belum tentu juga perusahaan offshore didirikan untuk menghindari pajak.",['Samsung'],['http://www.wikidata.org/entity/Q20718']
301,"Samsung tidak pernah mempertimbangkan untuk mengakuisisi RIM,"" ujar juru bicara Samsung Kanada seperti dilansir Financial Post, Rabu (18/1/2012).","['Samsung', 'RIM', 'Samsung', 'Kanada', 'Financial Post']","['http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q502121', 'http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q20718', 'http://www.wikidata.org/entity/Q3072525']"
952,"Beberapa merek terkenal seperti Asia Pulp and Paper (APP), Wardah, Extra Joss, Garuda Food, Teh Botol Sosro, Pizza Mini, Unilever, Indofood memperkenalkan produk yang bersertifikat halal.","['Asia Pulp and Paper', 'APP', 'Extra Joss', 'Garuda Food', 'Teh Botol Sosro', 'Unilever', 'Indofood']","['http://www.wikidata.org/entity/Q4346640', 'http://www.wikidata.org/entity/Q4346640', 'http://www.wikidata.org/entity/Q12482661', 'http://www.wikidata.org/entity/Q96100268', 'http://www.wikidata.org/entity/Q2314952', 'http://www.wikidata.org/entity/Q7885208', 'http://www.wikidata.org/entity/Q3930665']"
